region_url,lat,lon
https://abilene.craigslist.org,32.4487364,-99.73314390000002
https://akroncanton.craigslist.org,40.9149677,-81.4363394
https://albany.craigslist.org,42.6525793,-73.7562317
https://albanyga.craigslist.org,31.5785074,-84.15574099999999
https://albuquerque.craigslist.org,35.0843859,-106.650422
https://allentown.craigslist.org,40.6022939,-75.4714098
https://altoona.craigslist.org,40.5186809,-78.3947359
https://amarillo.craigslist.org,35.2219971,-101.8312969
https://ames.craigslist.org,42.0307812,-93.63191309999999
https://anchorage.craigslist.org,61.2180556,-149.9002778
https://annapolis.craigslist.org,38.9784453,-76.4921829
https://annarbor.craigslist.org,42.2808256,-83.7430378
https://appleton.craigslist.org,44.2619309,-88.41538469999999
https://asheville.craigslist.org,35.5950581,-82.5514869
https://ashtabula.craigslist.org,41.8650534,-80.7898089
https://athensga.craigslist.org,33.9519347,-83.357567
https://athensohio.craigslist.org,39.3292396,-82.1012554
https://atlanta.craigslist.org,33.7489954,-84.3879824
https://auburn.craigslist.org,32.6098566,-85.48078249999999
https://augusta.craigslist.org,33.4734978,-82.0105148
https://austin.craigslist.org,30.267153,-97.7430608
https://bakersfield.craigslist.org,35.3732921,-119.0187125
https://baltimore.craigslist.org,39.2903848,-76.6121893
https://batonrouge.craigslist.org,30.4514677,-91.18714659999999
https://battlecreek.craigslist.org,42.3211522,-85.17971419999999
https://beaumont.craigslist.org,30.080174,-94.1265562
https://bellingham.craigslist.org,48.7519112,-122.4786854
https://bemidji.craigslist.org,47.471573,-94.8826861
https://bend.craigslist.org,44.0581728,-121.3153096
https://bgky.craigslist.org,36.9685219,-86.4808043
https://bham.craigslist.org,33.5185892,-86.8103567
https://billings.craigslist.org,45.7832856,-108.5006904
https://binghamton.craigslist.org,42.09868669999999,-75.91797380000001
https://bismarck.craigslist.org,46.8083268,-100.7837392
https://blacksburg.craigslist.org,37.2295733,-80.4139393
https://bloomington.craigslist.org,39.165325,-86.52638569999999
https://bn.craigslist.org,40.4842027,-88.99368729999999
https://boise.craigslist.org,43.6150186,-116.2023137
https://boone.craigslist.org,36.216795,-81.6745517
https://boston.craigslist.org,42.3600825,-71.0588801
https://boulder.craigslist.org,40.0149856,-105.2705456
https://bozeman.craigslist.org,45.6769979,-111.0429339
https://brainerd.craigslist.org,46.3526733,-94.2020084
https://brownsville.craigslist.org,25.9017472,-97.4974838
https://brunswick.craigslist.org,31.1499528,-81.49148939999999
https://buffalo.craigslist.org,42.88644679999999,-78.8783689
https://butte.craigslist.org,46.0038232,-112.5347775
https://capecod.craigslist.org,41.6687897,-70.29624079999999
https://carbondale.craigslist.org,37.7272727,-89.2167501
https://catskills.craigslist.org,42.0092908,-74.3821116
https://cedarrapids.craigslist.org,41.9778795,-91.6656232
https://cenla.craigslist.org,31.3112936,-92.4451371
https://centralmich.craigslist.org,47.4071372,-88.20066039999999
https://chambana.craigslist.org,40.1164204,-88.2433829
https://chambersburg.craigslist.org,39.9345199,-77.6469539
https://charleston.craigslist.org,32.7764749,-79.93105120000001
https://charlestonwv.craigslist.org,38.3498195,-81.6326234
https://charlotte.craigslist.org,35.2270869,-80.8431267
https://charlottesville.craigslist.org,38.0293059,-78.47667810000002
https://chattanooga.craigslist.org,35.0456297,-85.3096801
https://chautauqua.craigslist.org,42.209774,-79.4668445
https://chicago.craigslist.org,41.8781136,-87.6297982
https://chico.craigslist.org,39.7284944,-121.8374777
https://chillicothe.craigslist.org,39.3331197,-82.9824019
https://cincinnati.craigslist.org,39.1031182,-84.5120196
https://clarksville.craigslist.org,36.5297706,-87.3594528
https://cleveland.craigslist.org,41.49932,-81.6943605
https://clovis.craigslist.org,34.4047987,-103.2052272
https://cnj.craigslist.org,40.5409461,-74.30875499999999
https://collegestation.craigslist.org,30.627977,-96.3344068
https://columbia.craigslist.org,34.0007104,-81.0348144
https://columbiamo.craigslist.org,38.9517053,-92.3340724
https://columbus.craigslist.org,39.9611755,-82.99879419999999
https://columbusga.craigslist.org,32.4609764,-84.9877094
https://cookeville.craigslist.org,36.162839,-85.5016423
https://corpuschristi.craigslist.org,27.8005828,-97.39638099999999
https://corvallis.craigslist.org,44.5645659,-123.2620435
https://cosprings.craigslist.org,38.8338816,-104.8213634
https://csd.craigslist.org,43.5477852,-96.7030903
https://dallas.craigslist.org,32.7766642,-96.79698789999999
https://danville.craigslist.org,36.5859718,-79.39502279999999
https://dayton.craigslist.org,39.7589478,-84.1916069
https://daytona.craigslist.org,29.2108147,-81.0228331
https://decatur.craigslist.org,39.8403147,-88.9548001
https://delaware.craigslist.org,38.9108325,-75.52766989999999
https://delrio.craigslist.org,29.3708857,-100.8958674
https://denver.craigslist.org,39.7392358,-104.990251
https://desmoines.craigslist.org,41.5868353,-93.6249593
https://detroit.craigslist.org,42.331427,-83.0457538
https://dothan.craigslist.org,31.2232313,-85.3904888
https://dubuque.craigslist.org,42.50226610000001,-90.66546749999999
https://duluth.craigslist.org,46.78667189999999,-92.1004852
https://eastco.craigslist.org,39.661089,-105.0034316
https://easternshore.craigslist.org,38.2102166,-75.6848002
https://eastidaho.craigslist.org,43.49266069999999,-112.0407584
https://eastky.craigslist.org,37.51647579999999,-82.8067126
https://eastnc.craigslist.org,35.7595731,-79.01929969999999
https://eastoregon.craigslist.org,44.4383953,-118.8917537
https://easttexas.craigslist.org,31.9685988,-99.9018131
https://eauclaire.craigslist.org,44.811349,-91.4984941
https://elmira.craigslist.org,42.0897965,-76.8077338
https://elpaso.craigslist.org,31.7618778,-106.4850217
https://enid.craigslist.org,36.3955891,-97.8783911
https://erie.craigslist.org,42.12922409999999,-80.085059
https://eugene.craigslist.org,44.0520691,-123.0867536
https://evansville.craigslist.org,37.9715592,-87.5710898
https://fairbanks.craigslist.org,64.8377778,-147.7163888
https://fargo.craigslist.org,46.8771863,-96.7898034
https://farmington.craigslist.org,36.72805830000001,-108.2186856
https://fayar.craigslist.org,36.0849702,-94.08999109999999
https://fayetteville.craigslist.org,35.0526641,-78.87835849999999
https://fingerlakes.craigslist.org,42.7238165,-76.9297247
https://flagstaff.craigslist.org,35.1982836,-111.651302
https://flint.craigslist.org,43.0125274,-83.6874562
https://florencesc.craigslist.org,34.1954331,-79.7625625
https://fortcollins.craigslist.org,40.5852602,-105.084423
https://fortdodge.craigslist.org,42.4974694,-94.16801579999999
https://fortmyers.craigslist.org,26.640628,-81.8723084
https://fortsmith.craigslist.org,35.3859242,-94.39854749999999
https://fortwayne.craigslist.org,41.079273,-85.1393513
https://frederick.craigslist.org,39.41426879999999,-77.4105409
https://fredericksburg.craigslist.org,38.3031837,-77.4605399
https://fresno.craigslist.org,36.7377981,-119.7871247
